epoch:0, lr: 0.000300, loss: 4.543952, iters: 1_6600, precision: 0.250000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 6.527850, iters: 2_6600, precision: 0.156250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 8.011015, iters: 3_6600, precision: 0.218750, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 7.074615, iters: 4_6600, precision: 0.031250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 7.324760, iters: 5_6600, precision: 0.109375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 6.410752, iters: 6_6600, precision: 0.078125, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 6.335851, iters: 7_6600, precision: 0.046875, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.779483, iters: 8_6600, precision: 0.093750, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.693588, iters: 9_6600, precision: 0.125000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.477425, iters: 10_6600, precision: 0.140625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.363987, iters: 11_6600, precision: 0.109375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.238602, iters: 12_6600, precision: 0.140625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.139074, iters: 13_6600, precision: 0.062500, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 5.014586, iters: 14_6600, precision: 0.156250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.888943, iters: 15_6600, precision: 0.203125, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.867394, iters: 16_6600, precision: 0.125000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.733660, iters: 17_6600, precision: 0.250000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.776697, iters: 18_6600, precision: 0.140625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.616014, iters: 19_6600, precision: 0.218750, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.571620, iters: 20_6600, precision: 0.140625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.678029, iters: 21_6600, precision: 0.140625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.438716, iters: 22_6600, precision: 0.250000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.465133, iters: 23_6600, precision: 0.265625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.548416, iters: 24_6600, precision: 0.156250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.564658, iters: 25_6600, precision: 0.296875, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.474946, iters: 26_6600, precision: 0.140625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.438459, iters: 27_6600, precision: 0.171875, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.389271, iters: 28_6600, precision: 0.234375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.405205, iters: 29_6600, precision: 0.187500, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.339212, iters: 30_6600, precision: 0.156250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.281613, iters: 31_6600, precision: 0.156250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.339283, iters: 32_6600, precision: 0.156250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.300215, iters: 33_6600, precision: 0.234375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.285470, iters: 34_6600, precision: 0.265625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.206414, iters: 35_6600, precision: 0.296875, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.229687, iters: 36_6600, precision: 0.265625, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.195222, iters: 37_6600, precision: 0.187500, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.310396, iters: 38_6600, precision: 0.234375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.243030, iters: 39_6600, precision: 0.234375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.169050, iters: 40_6600, precision: 0.171875, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.264603, iters: 41_6600, precision: 0.203125, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.210158, iters: 42_6600, precision: 0.250000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.159805, iters: 43_6600, precision: 0.250000, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.205319, iters: 44_6600, precision: 0.218750, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.199656, iters: 45_6600, precision: 0.203125, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.114432, iters: 46_6600, precision: 0.234375, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.189270, iters: 47_6600, precision: 0.171875, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.078585, iters: 48_6600, precision: 0.281250, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.108514, iters: 49_6600, precision: 0.203125, valpre: 0.000000
epoch:0, lr: 0.000300, loss: 4.098530, iters: 50_6600, precision: 0.250000, valpre: 0.000394
旁有玉圣、银圣二宫，将君王扶起。 俱正在仓皇之际，忽听得那半空中，忽见一声响亮，一声响亮，叫：“小妖怪！”那怪道：“你这个是个是那个妖精的，你看看见那个妖精，那妖精，那里来的妖精神通广大胆战。”妖精神惊道：“大圣，不敢抵敌得是个妖精神通广大胆战，不敢抵敌得是个妖精神通广大圣，不敢擅入洞里。”行者道：“大圣，不敢擅入洞里，不敢抵敌得个妖精神通报道：“你这个妖精，我们去！”那妖精抵敌得那妖精，不敢抵敌得胜败阵狂风，不敢抵敌得胜负。行者道：“你这个是个妖精，我的，我的，我们去！”那妖精道：“这妖精，不知是妖精的妖   精，不知是个妖精，不知是个妖精神通广大闹天大圣，却说！”妖精
epoch:0, lr: 0.000300, loss: 4.093362, iters: 51_6600, precision: 0.234375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.078275, iters: 52_6600, precision: 0.281250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.158294, iters: 53_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.155911, iters: 54_6600, precision: 0.203125, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.107442, iters: 55_6600, precision: 0.203125, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.118013, iters: 56_6600, precision: 0.281250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.960871, iters: 57_6600, precision: 0.203125, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.148890, iters: 58_6600, precision: 0.156250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.090631, iters: 59_6600, precision: 0.296875, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.118327, iters: 60_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.950035, iters: 61_6600, precision: 0.234375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.968055, iters: 62_6600, precision: 0.281250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.076321, iters: 63_6600, precision: 0.234375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.045470, iters: 64_6600, precision: 0.156250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.973540, iters: 65_6600, precision: 0.296875, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.079560, iters: 66_6600, precision: 0.359375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.980564, iters: 67_6600, precision: 0.125000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.058029, iters: 68_6600, precision: 0.109375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.002008, iters: 69_6600, precision: 0.281250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.035488, iters: 70_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.936750, iters: 71_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.001705, iters: 72_6600, precision: 0.296875, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.992451, iters: 73_6600, precision: 0.203125, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.967232, iters: 74_6600, precision: 0.234375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.036371, iters: 75_6600, precision: 0.218750, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.016881, iters: 76_6600, precision: 0.156250, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.131197, iters: 77_6600, precision: 0.218750, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.930009, iters: 78_6600, precision: 0.203125, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.032178, iters: 79_6600, precision: 0.218750, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.992352, iters: 80_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.047287, iters: 81_6600, precision: 0.125000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.039992, iters: 82_6600, precision: 0.234375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.029777, iters: 83_6600, precision: 0.328125, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.092082, iters: 84_6600, precision: 0.171875, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.973604, iters: 85_6600, precision: 0.265625, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.961030, iters: 86_6600, precision: 0.218750, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.061475, iters: 87_6600, precision: 0.234375, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.927300, iters: 88_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 4.029799, iters: 89_6600, precision: 0.250000, valpre: 0.000000
epoch:1, lr: 0.000300, loss: 3.979372, iters: 90_6600, precision: 0.281250, valpre: 0.000000
